Percent Present
0.444776824
0.444776824
0.444776824
0.444776824
0.733480462
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.448240866
0.446949087
0.446949087
0.446949087
0.446949087
0.446949087
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.423515599
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.473665913
0.428644461
0.428644461
0.428644461
0.428644461
0.428644461
